Key,Desc,English,Russian,Spanish,Chinese (Simplified),Belarusian,French,German,Italian,Japanese,Korean,,Turkish,Ukrainian
4_TiedUp_bunner,,"You have been beaten, tied up, and now you
are considering further actions","Вас поколотили, связали, и теперь вы 
обдумываете дальнейшие действия","Te golpearon, te ataron y ahora tienes tiempo para pensar",,"Вас пакалечылі, звязалі, і цяпер вы абдумваеце далейшыя дзеянні.",,,,,,,,
4_TiedUp_cardLeft,,Calm down,Успокоиться,Tranquilizarse,,Супакоіцца.,,,,,,,,
4_TiedUp_cardLeft_REV,,You decide that you've warmed up enough and can continue your journey,"Вы решаете, что достаточно размялись и можно продолжить путь",Decides que ya has calentado lo suficiente y puedes continuar tu camino,,"Астатак шляху вы паводзілі сябе спакойна, і вас даставілі прама ў замак да цара.",,,,,,,,
4_TiedUp_cardRight,,Try to untie your hands,Попытаться развязать руки,Intenta desatar tus manos,,Паспрабаваць развязаць рукі.,,,,,,,,
4_TiedUp_cardRight_REV,,You started to curl as you fell out of the cart on a bump and broke your head,Вы начали виться как уж и на кочке выпали из повозки и разбили голову,Comenzaste a retorcerte como una serpiente y caíste del carro y te rompiste la cabeza,,"Вы пачалі звіцца, як вуж, і на кочцы выпалі з повозкі, разбіўшы галаву.",,,,,,,,
4_WomanGive_bunner,,"You have met a woman, she holds out her hand to you","По пути вам встретилась женщина, она протягивает вам руку","Has conocido a una mujer, ella te tiende la mano",,"Вам сустрэлася жанчына, яна працягвае вам руку.",,,,,,,,
4_WomanGive_cardLeft,,To extend a hand in response,Протянуть руку в ответ,Echar una mano en respuesta,,Пратягнуць руку ў адказ.,,,,,,,,
4_WomanGive_cardLeft_REV,,A woman gives you an apple,Женщина дает вам яблоко,Mujer te da una manzana,,У жанчыны ў руцэ нешта ёсць.,,,,,,,,
4_WomanGive_cardRight,,Don't pay attention,Не обращать внимания,No prestes atención,,Отмахнуцца ад яе.,,,,,,,,
4_WomanGive_cardRight_REV,,You're pretending not to notice her,Вы делаете вид что не замечаете ее,Estás fingiendo no darte cuenta de ella,,"Вы робіце выгляд, што не заўважаеце яе.",,,,,,,,
5_Go4Princess_bunner,,Go alone or go to the King's castle first,Пойти в одиночку или сначала отправиться в замок к Царю,Ve solo o ve primero al castillo del rey,,,,,,,,,,
5_Go4Princess_cardLeft,,Going solo,Пойти в одиночку,Yendo solo,,,,,,,,,,
5_Go4Princess_cardLeft_REV,,Suddenly the demo police show up and won't let you go solo,Внезапно появляется полиция демоверсии и не позволяет вам идти в соло,"De repente, la policía de demostración aparece y no te deja ir solo",,,,,,,,,,
5_Go4Princess_cardRight,,Go to the king's castle,Отправиться в замок к царю,Ir al castillo del rey,,,,,,,,,,
5_Go4Princess_cardRight_REV,,"You go to the king's palace, imagining a defeated dragon, a princess, and mountains of treasure","Вы идете к царю во дворец, представляя поверженного дракона принцессу и горы сокровищ, ну-ну","Vas al palacio del rey, imaginando un dragón derrotado, una princesa y montañas de tesoros",,,,,,,,,,
5_1_TraderCallPolice_bunner,,The merchant recognizes you and calls loudly to the guards,Торговец узнает вас и громко зовет стражу,El comerciante te reconoce y llama en voz alta a los guardias,,,,,,,,,,
5_1_TraderCallPolice_cardLeft,,Wait for the guards,Дождаться стражников,Espera a los guardias reales,,,,,,,,,,
5_1_TraderCallPolice_cardLeft_REV,,"Running away is not in your habits, you meet danger head on","Убегать не в ваших привычках, вы встречаете опасности лицом","Huir no está en tus hábitos, te enfrentas al peligro de frente",,,,,,,,,,
5_1_TraderCallPolice_cardRight,,Walk away,Уйти,Irse,,,,,,,,,,
5_1_TraderCallPolice_cardRight_REV,,"You don't want to talk to the guards, so you go to the tavern","Вам не охота болтать со стражей, и вы отправляетесь в трактир","No quieres hablar con los guardias, así que ve a la taberna",,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
5_1_GuardsGone_bunner,,"You are distracted by the movement of the crowd and, you notice that the guards have already left and the merchant removes the picture and retires to his tent","Вы отвлекаетесь на движение толпы и, замечаете, что стража уже ушла, а торговец убирает бумагу и уходит в свой шатер","El bullicio te distrae... al volver, los guardias se han ido, y el mercader esconde el folleto antes de desaparecer en su tienda",,,,,,,,,,
5_1_GuardsGone_cardLeft,,Waste no time and continue to search for guards in the bazaar,Не терять времени и продолжить искать стражу на рынке,"Sin perder un segundo, sigue el rastro de la guardia entre el gentío",,,,,,,,,,
5_1_GuardsGone_cardLeft_REV,,You lose sight of the guards and head to the tavern to get the latest news,"Вы теряете стражников из виду, и отправляетесь в трактир чтобы узнать последние новости",Los guardias se esfuman entre la multitud... Mejor ir a la taberna a cazar rumores,,,,,,,,,,
5_1_GuardsGone_cardRight,,Take a stroll through the bazaar,Прогуляться по рынку ,Take a stroll through the marketplace,,,,,,,,,,
5_1_GuardsGone_cardRight_REV,,You decide to wander the bazaar looking for rumors,Вы решаете прогуляться по рынку в поисках слухов,"Recorres el mercado, cazando rumores entre el barullo - los secretos son la moneda más valiosa aquí",,,,,,,,,,
5_2_RunHarbor_bunner,,"Fleeing from your pursuers, you run to the harbor","Спасаясь от преследователей, вы бежите на пристань","Huyendo de tus perseguidores, corres hacia el puerto",,,,,,,,,,
5_2_RunHarbor_cardLeft,,Hide in a barrel of salted meat,Спрятаться в бочке с засоленным мясом,Escóndete en un barril de carne salada,,,,,,,,,,
5_2_RunHarbor_cardLeft_REV,,"The guards find you in a barrel and send you to prison, you manage to steal a piece of meat from the barrel","Стражники находят вас в бочке, и отправляют в темницу, вы успеваете стащить кусок мяса из бочки ","Los guardias te encuentran en un barril y te envían a prisión, logras robar un trozo de carne del barril",,,,,,,,,,
5_2_RunHarbor_cardRight,,Run up to the ship and pretend to be an old lady with a scarf on,"Забежать на корабль и прикинуться старушкой, накинув платок",Ir al barco y fingir ser una anciana con un pañuelo en la cabeza,,,,,,,,,,
5_2_RunHarbor_cardRight_REV,,"You put your headscarf on your head again in disguise, but the captain shouts: “A woman on the ship - be trouble!” and throws you ashore","Вы снова накидываете платок на голову маскируясь, но капитан кричит - Баба на корабле - быть беде! и выгоняет вас на берег","Te vuelves a poner el pañuelo en la cabeza disfrazado, pero el capitán grita: ""¡Una mujer en el barco, ¡sé un problema!""y te arroja a tierra",,,,,,,,,,
5_1_RunHarbor_bunner,,"Fleeing from your pursuers, you run to the harbor","Спасаясь от преследователей, вы бежите на пристань","Huyendo de tus perseguidores, corres hacia el puerto",,,,,,,,,,
5_1_RunHarbor_cardLeft,,Hide in a crawfish barrel,Спрятаться в бочке с раками,Esconderse en un barril de cangrejo de río,,,,,,,,,,
5_1_RunHarbor_cardLeft_REV,,The crayfish are using their claws. You jump out of the barrel screaming. The guards catch you and throw you in prison,"Ну откуда вам было знать, что раки могут напасть на вас? Вы с криком выпрыгиваете из бочки. Стража ловит вас и бросает в темницу",Los cangrejos usan sus garras. Usted con un grito salta de un barril. Los guardias te atrapan y te arrojan a la cárcel,,,,,,,,,,
5_1_RunHarbor_cardRight,,Run for the departing ship,Забежать на отплывающий корабль,Corre hacia el barco que sale,,,,,,,,,,
